CustomerID,recency,frequency,monetary,average_order_value,purchase_probability
15769,7,25,56160.92,2246.4368,0.9827226466380101
12720,2,24,5308.34,221.18083333333334,0.9818101946798211
13777,0,24,19137.0,797.375,0.9814724968367988
13319,5,24,10086.27,420.26125,0.9813729013390506
13854,8,24,7800.12,325.005,0.9811943400008353
14180,10,24,4546.77,189.44875000000002,0.9811400665934555
13102,1,23,6107.2699999999995,265.5334782608696,0.9782646518940183
17581,0,23,10258.26,446.01130434782607,0.9781939283789535
14056,1,23,8214.65,357.1586956521739,0.978176785725319
13113,0,23,11872.99,516.2169565217391,0.9781264199912825
12841,4,23,3516.36,152.88521739130437,0.9780652131805427
14667,10,23,8043.49,349.7169565217391,0.9772421894788927
15615,10,23,10399.74,452.1626086956522,0.9771394093646568
13069,0,22,4103.62,186.52818181818182,0.9741826406090913
16353,3,22,6471.71,294.1686363636364,0.9737054792760156
14051,0,22,14986.970000000001,681.2259090909091,0.9736697241906651
14560,7,22,2237.77,101.71681818181818,0.9734132355256344
17857,4,22,25543.84,1161.0836363636363,0.9726564040643094
16333,7,22,26626.8,1210.3090909090909,0.972216340295313
16446,0,2,168472.5,84236.25,0.9716345268289324
14849,21,22,7574.7,344.30454545454546,0.9713421452232229
13668,2,21,6363.59,303.02809523809526,0.9686906574922747
16523,1,21,9418.470000000001,448.4985714285714,0.9686746176992098
16779,2,21,10272.81,489.18142857142857,0.9684830733752313
14194,4,21,11349.52,540.4533333333334,0.9681306272216346
12681,14,21,12754.02,607.3342857142858,0.9665358155098277
16729,38,21,7239.92,344.7580952380952,0.9629452277862911
16705,0,20,14034.99,701.7495000000001,0.962475972064016
16672,2,20,8134.9400000000005,406.747,0.9624749947859087
16931,5,20,4452.17,222.6085,0.96216935776991
15358,4,20,7722.65,386.13250000000005,0.962150909235048
14688,7,20,5185.89,259.2945,0.9617743957229217
13881,3,20,17159.52,857.976,0.9617660272336006
14895,7,20,11138.710000000001,556.9355,0.9614175084942533
17068,12,20,4385.99,219.2995,0.9609304658592648
16814,14,20,6235.81,311.79049999999995,0.960454336625875
18172,14,20,7561.68,378.084,0.9603724998237843
12415,24,21,124914.53,5948.310952380953,0.9576886593300794
17865,30,20,10526.32,526.316,0.9571453247318261
16558,0,19,7769.09,408.89947368421053,0.9556516654970318
13599,1,19,4800.83,252.67526315789473,0.955635411153937
14397,2,19,2612.96,137.52421052631578,0.9555698478700334
12621,1,19,13225.06,696.0557894736842,0.9551006057538901
16033,5,19,8660.76,455.82947368421054,0.9545651674303758
17306,10,19,8631.31,454.2794736842105,0.9535141733083536
16923,12,19,7247.61,381.4531578947368,0.95317857651488
16945,21,19,4345.5,228.71052631578948,0.9514113818925526
12437,1,18,4951.41,275.0783333333333,0.9471011211124278
16161,1,18,5411.36,300.63111111111107,0.9470702500458407
16458,2,18,3482.7400000000002,193.48555555555558,0.9469588663688134
13267,2,18,4193.04,232.94666666666666,0.9469110640493584
14534,2,18,4447.05,247.05833333333334,0.9468939596182943
14562,3,18,5074.77,281.9316666666667,0.9466094557813302
17735,2,18,12655.42,703.0788888888889,0.9463384196789068
16746,4,18,6697.66,372.09222222222223,0.9462557721928078
15290,4,18,7943.22,441.29,0.9461708723429011
17576,8,18,3503.03,194.61277777777775,0.9454912862492934
18041,11,18,3549.1,197.17222222222222,0.9447407113356399
13004,11,18,5655.91,314.21722222222223,0.9445932198600617
18229,11,18,6623.7,367.98333333333335,0.9445253436283051
12474,17,18,7375.79,409.7661111111111,0.9429417752725342
15838,11,18,32685.58,1815.8655555555554,0.9426677995700906
17377,23,18,3512.62,195.14555555555555,0.9416563344992038
16626,0,17,4413.1,259.59411764705885,0.9373714066841404
14085,2,17,4140.49,243.55823529411762,0.9368240403674499
18198,4,17,5425.56,319.15058823529415,0.9361631872553635
14060,4,17,5519.58,324.68117647058824,0.9361566008685759
13969,7,17,8736.35,513.9029411764706,0.9350614434908497
18241,9,17,2073.09,121.9464705882353,0.9349523502752521
15144,8,17,6580.44,387.084705882353,0.9349231209674955
14031,7,17,15386.79,905.1052941176471,0.9345864915192822
13576,10,17,6368.1900000000005,374.5994117647059,0.9343515157679192
14096,4,17,65164.79,3833.2229411764706,0.9318484578427908
15465,19,17,6818.87,401.11,0.931616198405305
15044,19,17,7700.2300000000005,452.954705882353,0.9315503537365477
12540,19,17,13400.24,788.2494117647059,0.9311230970123452
15805,23,17,5528.4800000000005,325.2047058823529,0.9304800173103523
14057,23,17,6217.96,365.76235294117646,0.9304277207858053
15513,33,17,13444.720000000001,790.8658823529413,0.9266803183355856
14217,1,16,1886.68,117.9175,0.9254592071613537
14702,1,16,2973.44,185.84,0.9253853956892037
15187,1,16,4777.18,298.57375,0.9252627394414009
14796,1,16,7351.28,459.455,0.9250873768917277
18283,3,16,2094.88,130.93,0.9247796076682206
17017,2,16,7160.639999999999,447.54,0.9247669142965489
16210,1,16,16347.76,1021.7350000000001,0.9244715106505601
16592,4,16,4113.68,257.105,0.9243059511327887
14367,8,16,9261.52,578.845,0.9225898218288677
13418,11,16,5504.19,344.01187500000003,0.9218214141935893
13050,14,16,5508.85,344.303125,0.9207763874512285
14543,28,16,3630.33,226.895625,0.9158731886383663
17238,2,15,3374.56,224.97066666666666,0.91116701894326
12989,3,15,6924.110000000001,461.6073333333333,0.9105548699050495
17920,4,15,3468.19,231.21266666666668,0.9103805628707525
13985,4,15,7060.13,470.67533333333336,0.9101543618996781
16843,42,16,10196.57,637.285625,0.9100177635219421
17611,7,15,3984.22,265.61466666666666,0.9091651963519106
16011,8,15,3124.7599999999998,208.31733333333335,0.9088227075218968
17404,4,15,31906.82,2127.1213333333335,0.9085755164746285
15046,9,15,5213.7699999999995,347.5846666666667,0.9082898743820645
16745,86,17,7194.3,423.1941176470588,0.9080086028377866
15738,18,15,4482.77,298.85133333333334,0.9046737679565277
16656,22,15,8625.8,575.0533333333333,0.9027239544782406
15125,25,15,11528.48,768.5653333333333,0.9012523582189769
12931,21,15,42055.96,2803.730666666667,0.9008667656045687
14680,25,15,27073.23,1804.882,0.9001806123333149
13695,31,15,2504.13,166.942,0.899289846328857
16187,31,15,6911.4400000000005,460.7626666666667,0.8989816819744809
17719,37,15,5396.04,359.736,0.8964429956994328
13269,1,14,4994.8,356.7714285714286,0.8954172235461366
14189,2,14,4342.84,310.20285714285717,0.8949989302515555
12583,2,14,6425.5199999999995,458.96571428571434,0.8948956575143342
17346,3,14,2529.95,180.71071428571426,0.8946368913402207
16928,80,16,2731.35,170.709375,0.8946074295683328
14282,3,14,3158.34,225.5957142857143,0.8946056463843368
15194,3,14,7210.37,515.0264285714286,0.8944039740425593
16904,4,14,3415.57,243.96928571428572,0.8941391099207341
18223,4,14,6484.54,463.18142857142857,0.8939858005129526
17706,4,14,10026.66,716.1899999999999,0.8938086118018967
18065,5,14,2392.83,170.91642857142855,0.8937348855076928
15640,4,14,12181.94,870.1385714285715,0.8937006698134804
16326,5,14,3110.96,222.21142857142857,0.8936989084427467
15867,5,14,3699.7400000000002,264.26714285714286,0.8936694035822241
15271,7,14,2395.32,171.09428571428572,0.8928190367203599
14092,7,14,4076.91,291.2078571428571,0.8927341360758956
15547,7,14,4954.84,353.9171428571429,0.8926897873638023
13458,7,14,9646.57,689.0407142857142,0.892452510661075
15555,12,14,3986.39,284.7421428571428,0.8904174458543723
12709,15,14,9213.82,658.13,0.8887312871080667
14607,15,14,16569.5,1183.5357142857142,0.8883470673092911
16607,17,14,3347.71,239.12214285714285,0.8880857325347401
16713,18,14,6508.7,464.90714285714284,0.8874410708306363
17613,22,14,4559.150000000001,325.65357142857147,0.8856119588121864
17220,24,14,3198.25,228.44642857142858,0.8847085052984754
15291,25,14,4339.5,309.9642857142857,0.8841560822316319
17790,26,14,1965.55,140.39642857142857,0.8837919082493607
12431,35,14,6129.2,437.8,0.8790450684003368
15804,0,13,4206.39,323.5684615384616,0.8774266977901805
14135,1,13,3886.06,298.9276923076923,0.8769177452985502
14191,1,13,4684.76,360.36615384615385,0.8768965036677017
14415,1,13,5900.28,453.8676923076924,0.8768641705551399
13756,2,13,4656.72,358.20923076923077,0.8763778578121272
16191,2,13,5180.52,398.5015384615384,0.8763638750841519
12839,2,13,5188.81,399.1392307692308,0.8763636537734711
16764,3,13,2799.25,215.32692307692307,0.8759063382584252
17730,3,13,5298.4800000000005,407.5753846153847,0.8758393911724266
13709,3,13,6328.05,486.7730769230769,0.8758118029797758
13230,4,13,2713.52,208.7323076923077,0.8753856641410104
14401,4,13,4051.48,311.6523076923077,0.8753496989834255
12683,4,13,7413.49,570.2684615384616,0.8752592868732886
13001,4,13,9818.82,755.2938461538462,0.8751945675662453
16701,8,13,5398.3,415.25384615384615,0.8732016282435794
15611,9,13,1591.45,122.41923076923078,0.8727730957585476
15152,9,13,4745.69,365.05307692307696,0.8726867743503274
15601,11,13,6008.18,462.16769230769233,0.871580915027038
14088,10,13,50491.81,3883.9853846153846,0.8708901528028589
15939,89,15,6115.01,407.6673333333334,0.8707958360666105
14709,15,13,4921.04,378.54153846153844,0.8694456757148892
12757,15,13,7857.1,604.3923076923077,0.8693635399391334
13871,22,13,6403.25,492.5576923076923,0.8655394138188196
15955,24,13,3843.88,295.68307692307695,0.8644914686206474
15249,31,13,6688.46,514.496923076923,0.8604204560139217
15719,32,13,5045.61,388.1238461538462,0.8598914311719775
12346,325,1,77183.6,77183.6,0.8591699588719909
15694,0,12,5647.07,470.58916666666664,0.8562335752877928
16401,1,12,4098.32,341.52666666666664,0.8556257632807859
16678,2,12,3109.99,259.16583333333335,0.8550214777022758
16393,2,12,2861.41,238.45083333333332,0.8550189667306558
14110,3,12,5683.15,473.59583333333336,0.8544511896313216
12877,3,12,1535.77,127.98083333333334,0.8544091543870442
15854,4,12,2974.65,247.88750000000002,0.8538253338583999
16700,8,12,4739.61,394.96750000000003,0.8514294999057754
14062,9,12,10464.85,872.0708333333333,0.8508801407729976
16241,9,12,2330.22,194.18500000000003,0.8507960139499345
13999,10,12,3901.81,325.1508333333333,0.850201622233262
16782,10,12,1908.2,159.01666666666668,0.8501809310296297
13266,11,12,3834.2599999999998,319.5216666666667,0.8495882133663911
13571,12,12,2092.32,174.36,0.8489552436792184
15482,15,12,11054.96,921.2466666666666,0.847192927923973
17139,15,12,10668.47,889.0391666666666,0.8471888507373491
17975,15,12,4174.71,347.8925,0.8471203329867324
13742,16,12,3131.02,260.91833333333335,0.8464862484944644
13488,17,12,7586.39,632.1991666666667,0.8459084310575088
15971,17,12,4199.85,349.9875,0.8458724568114853
13880,21,12,3121.97,260.16416666666663,0.8433395818936769
12731,23,12,18895.91,1574.6591666666666,0.8422371949692623
17652,25,12,4867.72,405.6433333333334,0.8408037187569254
14944,29,12,5900.25,491.68750000000006,0.8382268003398056
13148,29,12,3707.12,308.9266666666667,0.8382025649199181
17690,30,12,4309.75,359.1458333333333,0.8375568398186045
17965,37,12,2465.77,205.48083333333332,0.8329097584527556
17364,0,11,4481.18,407.38000000000005,0.8320976446161854
17001,0,11,3989.57,362.6881818181818,0.8320654312978834
12955,1,11,4757.16,432.4690909090909,0.831443711823566
14291,1,11,3883.25,353.02272727272725,0.8313862665984071
13013,1,11,3282.6,298.41818181818184,0.8313467746796899
17644,1,11,2895.64,263.24,0.8313213286822914
14040,40,12,3614.92,301.24333333333334,0.8309080623325773
15298,2,11,4402.3,400.20909090909095,0.8307461557502422
14132,2,11,3586.0299999999997,326.00272727272727,0.8306923230548493
17870,2,11,1567.95,142.54090909090908,0.8305591729349325
18225,3,11,5479.12,498.10181818181815,0.8301409992929537
14825,3,11,2042.81,185.71,0.8299136392120174
12678,42,12,17628.46,1469.0383333333332,0.8297155916847166
17402,4,11,2173.88,197.62545454545455,0.8292433230446685
17858,5,11,4904.41,445.8554545454545,0.8287440015423491
15570,7,11,3647.87,331.6245454545455,0.827292221255736
18144,7,11,2723.7,247.6090909090909,0.8272302864568037
13090,8,11,7902.42,718.4018181818182,0.8268907180260046
16145,8,11,3799.4900000000002,345.4081818181818,0.8266151136411133
15373,8,11,2081.61,189.23727272727274,0.8264996162709227
15251,9,11,10484.99,953.180909090909,0.8263760016995301
14755,9,11,5010.28,455.47999999999996,0.8260073104483822
14866,10,11,14286.22,1298.7472727272727,0.8259422554945303
16712,9,11,3645.43,331.40272727272725,0.8259152992136899
13784,9,11,2462.79,223.89,0.82583554059887
15218,10,11,5756.89,523.3536363636363,0.8253664518713345
16818,10,11,3349.57,304.50636363636363,0.8252036654223237
14711,10,11,2868.8,260.8,0.82517114073759
15514,12,11,4139.46,376.31454545454545,0.8238675653141528
12476,15,11,6816.42,619.6745454545454,0.8219508127960679
14733,16,11,7755.89,705.0809090909091,0.8213115197810661
16670,16,11,4095.9,372.3545454545455,0.8210594769961133
17725,16,11,3439.08,312.64363636363635,0.8210142161091212
14099,16,11,3104.17,282.1972727272727,0.8209911343103842
16722,17,11,3931.29,357.39,0.8203413833477339
13268,17,11,3214.69,292.24454545454546,0.8202918478362655
17659,17,11,2751.66,250.15090909090907,0.8202598348688965
14159,19,11,4693.01,426.6372727272728,0.8189743116230713
12395,19,11,2672.53,242.9572727272727,0.8188337888482683
14502,19,11,2470.67,224.60636363636365,0.818819744979685
12523,19,11,1789.77,162.70636363636365,0.8187723669339348
13094,21,11,1703.64,154.87636363636364,0.817336657385194
17716,22,11,5655.99,514.180909090909,0.8168959340527271
16186,22,11,3699.26,336.29636363636365,0.8167586334857816
13629,23,11,7792.36,708.3963636363636,0.8163267262662619
12500,23,11,4257.82,387.07454545454544,0.8160780576446012
15058,25,11,2124.9900000000002,193.18090909090907,0.8144808442605933
13178,26,11,5725.47,520.4972727272727,0.8140098161214189
13552,66,12,3740.07,311.6725,0.8126336433375136
12712,28,11,3925.5,356.8636363636364,0.812422560708105
16912,28,11,2575.38,234.12545454545455,0.8123260509390476
13983,29,11,2274.07,206.73363636363635,0.8115711490206284
16767,30,11,5580.6,507.32727272727277,0.8110733235366442
16837,31,11,3170.98,288.2709090909091,0.8101625375170947
15827,73,12,1645.16,137.09666666666666,0.8074343171440884
13426,0,10,3641.32,364.132,0.8047795600049139
12662,0,10,3588.3,358.83000000000004,0.8047717800424559
18092,2,10,7582.54,758.254,0.8038470673301985
13890,1,10,1883.8100000000002,188.381,0.803765122743309
16794,1,10,1222.71,122.271,0.803667717359934
12747,2,10,3837.45,383.745,0.8032949633733716
14032,2,10,2671.73,267.173,0.803122872769325
16426,2,10,1908.25,190.825,0.8030101016777559
15023,3,10,6342.16,634.216,0.8029054135371626
12362,3,10,5226.23,522.6229999999999,0.8027404294256731
16076,3,10,2234.73,223.473,0.8022976387752166
15033,4,10,2586.67,258.66700000000003,0.8015870176888106
18044,4,10,2088.6,208.85999999999999,0.8015130229116321
12490,5,10,5417.93,541.793,0.8012434966376034
14239,43,11,2380.85,216.4409090909091,0.8010807456835279
17954,5,10,2204.04,220.404,0.8007650445822219
18226,44,11,5228.05,475.27727272727276,0.800527619767569
12553,8,10,3692.28,369.22799999999995,0.798679953508509
18077,8,10,2428.14,242.814,0.798490048200466
16813,8,10,1692.98,169.298,0.7983795472855395
14800,47,11,3783.9,343.9909090909091,0.7981077781836118
14713,9,10,2367.41,236.74099999999999,0.7977070029103738
16549,10,10,4154.64,415.46399999999994,0.7972008647099968
13014,10,10,3466.2799999999997,346.628,0.7970969058619248
16775,10,10,1463.76,146.376,0.7967942515179844
17651,11,10,3945.0,394.5,0.7963915365031465
17419,11,10,3852.3,385.23,0.7963774973038332
15301,50,11,4396.9800000000005,399.7254545454545,0.7958228864863816
15129,50,11,3447.4,313.40000000000003,0.7957505158026067
17769,12,10,3997.98,399.798,0.7956196937834213
17231,12,10,3174.32,317.43199999999996,0.7954945756383458
16407,12,10,2126.93,212.69299999999998,0.7953353895919322
14776,51,11,2538.3,230.75454545454548,0.7948993033549784
13184,14,10,1701.29,170.129,0.793702306150438
16570,15,10,3738.4,373.84,0.7932270267174066
16985,17,10,5464.12,546.412,0.7919128270180968
15150,17,10,5314.47,531.4469999999999,0.7918897942504645
14952,59,11,8099.49,736.3172727272728,0.7889986744839398
15529,22,10,3699.57,369.957,0.7876523991865905
17799,22,10,3055.93,305.59299999999996,0.7875518383044808
14426,23,10,4481.67,448.16700000000003,0.7869704799237303
18075,23,10,2611.75,261.175,0.7866775472215845
14227,26,10,3350.96,335.096,0.7843664051749621
13700,26,10,2265.12,226.512,0.7841948295983315
17340,29,10,9682.02,968.202,0.7829260641681314
14462,66,11,2004.02,182.18363636363637,0.7828617986103985
17512,28,10,2924.9900000000002,292.49899999999997,0.7826696610639744
17162,28,10,1715.46,171.546,0.7824774478880928
15114,30,10,2760.56,276.056,0.7810050757828243
13097,32,10,6010.42,601.042,0.7798792405558737
17061,73,11,5232.2300000000005,475.65727272727275,0.7773546723605199
13324,36,10,7121.95,712.1949999999999,0.7767436658133744
12594,37,10,3338.2200000000003,333.822,0.7752946505917978
18073,114,12,3877.5200000000004,323.1266666666667,0.7749877599387921
16954,0,9,2085.08,231.67555555555555,0.7739486015238812
17491,1,9,3231.4700000000003,359.0522222222222,0.7734091922991481
17049,2,9,5659.9800000000005,628.8866666666668,0.7732068085115568
17530,1,9,2084.36,231.59555555555556,0.7731070500869492
14810,40,10,1907.44,190.744,0.7725398507680672
15984,2,9,2714.97,301.6633333333333,0.7724300479501655
13769,2,9,2474.21,274.9122222222222,0.7723664634353289
18219,2,9,1859.58,206.62,0.7722040833482191
12417,3,9,3649.1,405.4555555555555,0.7718319320298545
12584,3,9,2338.15,259.7944444444445,0.7714849185744544
13755,3,9,2161.35,240.14999999999998,0.7714380905278029
17705,3,9,1823.52,202.61333333333334,0.7713485925692332
13081,11,9,25970.6,2885.6222222222223,0.7709697752911039
13021,4,9,2616.38,290.7088888888889,0.7707109762663066
13305,4,9,1864.66,207.18444444444444,0.7705113517777535
17218,4,9,1668.18,185.35333333333335,0.7704591550313636
14456,5,9,3062.4,340.26666666666665,0.7699798412904436
15581,120,12,3407.63,283.9691666666667,0.7699160922114302
13704,5,9,2308.06,256.4511111111111,0.7697790728728391
17750,5,9,1797.57,199.73,0.7696431357300663
14258,9,9,12669.98,1407.7755555555555,0.7691325390758921
14292,7,9,4871.93,541.3255555555556,0.7687577865643541
13183,7,9,3957.78,439.75333333333333,0.7685135647115208
16359,7,9,1750.92,194.54666666666668,0.7679232434670985
12664,8,9,4881.88,542.4311111111111,0.7679055626348509
16156,8,9,3122.04,346.8933333333333,0.767434039129495
15687,8,9,2993.1,332.56666666666666,0.767399465296465
14659,8,9,2529.93,281.1033333333333,0.767275241849358
14243,8,9,2375.47,263.94111111111107,0.76723380498389
14309,8,9,2352.53,261.39222222222224,0.767227650449405
16265,9,9,5447.0,605.2222222222222,0.767200142093806
17293,8,9,1875.1100000000001,208.34555555555553,0.7670995385027649
14961,10,9,7044.68,782.7422222222223,0.7667707490933358
14701,10,9,2549.37,283.2633333333333,0.7655608760007885
17940,49,10,4106.4400000000005,410.64400000000006,0.7652241058621345
14704,11,9,1546.91,171.8788888888889,0.764426701313752
16942,12,9,1920.59,213.3988888888889,0.763662058672989
14878,12,9,1485.54,165.06,0.7635440812724352
15502,15,9,9455.53,1050.6144444444444,0.7631041378214858
12705,15,9,6868.29,763.1433333333333,0.762400787066495
13588,15,9,2478.95,275.43888888888887,0.7612042442666723
17809,16,9,4160.41,462.2677777777778,0.7607901465325259
12619,16,9,3641.24,404.5822222222222,0.7606481780256835
14587,18,9,1601.14,177.90444444444444,0.7583337694355999
14525,19,9,4332.2,481.35555555555555,0.7582054676090239
16710,19,9,2107.57,234.17444444444448,0.7575922482488844
12481,22,9,5436.94,604.1044444444445,0.7558605608464118
16293,21,9,1870.24,207.80444444444447,0.7557580561606994
18061,21,9,1714.25,190.47222222222223,0.755714797210276
12626,23,9,6620.48,735.6088888888888,0.7553019515076056
12647,22,9,2754.02,306.0022222222222,0.7551160260222225
13631,99,11,3070.42,279.1290909090909,0.7548096239878943
16638,22,9,1630.32,181.14666666666665,0.7548037335154745
12428,25,9,7956.46,884.0511111111111,0.7538948590637281
12600,28,9,2522.54,280.28222222222223,0.7496830268278392
17071,28,9,2429.03,269.89222222222224,0.7496566640344836
12708,29,9,2516.47,279.60777777777776,0.7487789496563585
15356,31,9,2616.28,290.69777777777773,0.7469960827998471
14524,31,9,1867.68,207.52,0.7467834813813917
17634,36,9,2361.9700000000003,262.44111111111107,0.7423577045625097
14769,2,8,10674.75,1334.34375,0.7419631921287837
17800,37,9,1199.01,133.22333333333333,0.7411029718951768
12423,0,8,1859.31,232.41375,0.7400632395616319
17528,1,8,3628.5,453.5625,0.7398923520248823
15910,0,8,1232.18,154.0225,0.7397962121431652
15796,1,8,2711.56,338.945,0.7395016991918256
13394,1,8,2520.02,315.0025,0.7394200475818776
14730,1,8,2005.06,250.6325,0.7392004430572267
15214,1,8,1661.44,207.68,0.739053839809437
17091,2,8,3534.31,441.78875000000005,0.7389267816127655
14395,2,8,3199.03,399.87875,0.7387836401457198
13870,2,8,2770.94,346.3675,0.7386008014757783
15059,40,9,1337.72,148.63555555555556,0.7383691224609193
14547,3,8,4007.54,500.9425,0.738201609558485
16817,2,8,1360.55,170.06875,0.7379978345188152
14868,3,8,2953.59,369.19875,0.7377506680564158
17861,3,8,2100.8,262.6,0.7373854283629108
13993,42,9,3466.36,385.1511111111111,0.7371293834735307
14221,42,9,3432.8,381.4222222222222,0.7371196141819888
14071,3,8,1438.82,179.8525,0.7371016846051314
15628,4,8,2551.06,318.8825,0.7366476409259343
15932,4,8,2495.87,311.98375,0.7366239497248287
15622,43,9,3709.56,412.17333333333335,0.7362686411145887
17173,5,8,3766.6,470.82500000000005,0.7362374823780542
16910,4,8,1510.06,188.7575,0.736200544222699
14083,4,8,708.89,88.61125,0.7358561200695134
17629,5,8,1814.12,226.765,0.7353976792171419
18055,7,8,5783.71,722.96375,0.7352376672235117
17114,5,8,808.62,101.0775,0.7349645251180064
12704,7,8,2340.84,292.605,0.7337520786408753
16019,46,9,3786.2400000000002,420.6933333333334,0.7334838838170253
14299,8,8,3536.38,442.0475,0.7333303888929579
14732,8,8,2702.4900000000002,337.81125,0.7329694065275476
14262,8,8,2618.23,327.27875,0.7329329139696336
12524,9,8,4485.72,560.7149999999999,0.7328016220535855
12957,9,8,4017.54,502.1925,0.7325987347234998
15021,8,8,1709.18,213.6475,0.7325390077265501
15602,8,8,1205.32,150.665,0.7323205181259771
15544,9,8,3192.17,399.02125,0.732240819786771
12598,9,8,3023.08,377.885,0.7321674578004317
14390,10,8,4429.12,553.64,0.7318355936485664
16115,9,8,1667.97,208.49625,0.7315790647394538
13012,9,8,1661.8400000000001,207.73000000000002,0.7315764012154656
13137,10,8,3650.41,456.30125,0.7314973100491654
15024,9,8,1170.11,146.26375000000002,0.7313626869046652
16553,163,12,5719.82,476.65166666666664,0.7313546631076778
12464,10,8,1212.05,151.50625,0.7304363035714123
17365,12,8,4801.56,600.195,0.7301087062390953
15861,12,8,3165.36,395.67,0.7293947174571616
13491,51,9,1116.92,124.10222222222222,0.7279698968254903
15034,15,8,4308.61,538.57625,0.7270437450934013
15134,14,8,1387.99,173.49875,0.7267142719716487
15737,14,8,1205.1200000000001,150.64000000000001,0.7266339045451081
15632,15,8,3285.31,410.66375,0.7265941756136625
14211,53,9,2241.1,249.0111111111111,0.7263993236422627
17338,17,8,6643.93,830.49125,0.7261620809470265
14505,17,8,5905.64,738.205,0.7258371196461635
14334,16,8,2552.21,319.02625,0.725315982581975
15845,17,8,3711.77,463.97125,0.7248700642438681
12483,17,8,2484.98,310.6225,0.7243283749297901
16365,17,8,1400.56,175.07,0.7238489994403221
13971,18,8,2758.26,344.7825,0.7234893231983571
15527,18,8,2429.78,303.7225,0.7233438976818284
13862,18,8,2209.36,276.17,0.723246286292381
17758,19,8,3456.7000000000003,432.0875,0.7228372062261104
13911,57,9,2580.91,286.7677777777778,0.7226670064213452
12567,22,8,7458.9,932.3625,0.7217233679952001
15281,58,9,2332.15,259.1277777777778,0.7216283436794912
17888,21,8,726.05,90.75625,0.7196914074330945
15606,61,9,2920.16,324.4622222222222,0.7189033073145539
12910,23,8,3075.04,384.38,0.7188012940063738
17368,23,8,1912.67,239.08375,0.7182811448404484
15981,24,8,3408.48,426.06,0.7179789247545374
