CustomerID,recency,frequency,monetary,average_order_value,will_purchase,snapshot_date
14309,12,5,2016.67,403.334,0,2011-03-01
14310,148,1,492.1,492.1,0,2011-03-01
14311,283,1,206.19,206.19,0,2011-03-01
14312,26,7,1915.07,273.5814285714286,1,2011-03-01
14314,146,1,109.80000000000001,109.80000000000001,0,2011-03-01
14315,280,2,716.69,358.345,1,2011-03-01
14316,138,5,1370.34,274.068,0,2011-03-01
14318,176,1,158.02,158.02,0,2011-03-01
14319,140,1,494.85,494.85,0,2011-03-01
14320,48,2,659.26,329.63,0,2011-03-01
14321,49,3,1014.13,338.04333333333335,0,2011-03-01
14322,145,3,355.9,118.63333333333333,0,2011-03-01
14324,125,1,339.8,339.8,0,2011-03-01
14325,285,1,245.48000000000002,245.48000000000002,0,2011-03-01
14326,179,2,757.13,378.565,0,2011-03-01
14327,98,3,946.92,315.64,0,2011-03-01
14328,154,1,445.05,445.05,0,2011-03-01
14329,45,6,5151.88,858.6466666666666,1,2011-03-01
14330,339,1,200.63,200.63,0,2011-03-01
14332,97,2,1077.2,538.6,0,2011-03-01
14334,35,6,2438.84,406.47333333333336,1,2011-03-01
14338,252,1,339.88,339.88,0,2011-03-01
14339,144,1,310.75,310.75,0,2011-03-01
14341,34,8,1713.14,214.1425,0,2011-03-01
14342,148,2,249.88,124.94,0,2011-03-01
14343,137,3,838.76,279.58666666666664,0,2011-03-01
14344,74,15,2799.42,186.62800000000001,1,2011-03-01
14346,13,4,1556.61,389.1525,0,2011-03-01
14350,96,2,689.1,344.54999999999995,1,2011-03-01
14353,126,2,285.9,142.95,0,2011-03-01
14355,81,3,1014.45,338.15000000000003,0,2011-03-01
14358,105,2,400.06,200.02999999999997,0,2011-03-01
14361,294,1,214.70999999999998,214.70999999999998,0,2011-03-01
14363,118,2,227.47000000000003,113.735,0,2011-03-01
14365,110,1,310.18,310.18,0,2011-03-01
14366,241,1,136.0,136.0,0,2011-03-01
14368,35,1,155.0,155.0,0,2011-03-01
14369,358,1,299.44,299.44,0,2011-03-01
14370,166,5,918.73,183.746,0,2011-03-01
14371,11,1,100.5,100.5,0,2011-03-01
14372,159,2,860.08,430.04,0,2011-03-01
14373,74,1,76.55,76.55,0,2011-03-01
14374,257,1,108.0,108.0,0,2011-03-01
14375,166,2,875.31,437.655,0,2011-03-01
14378,337,1,131.25,131.25,0,2011-03-01
14379,11,3,1031.79,343.93,0,2011-03-01
14381,167,1,428.65999999999997,428.65999999999997,0,2011-03-01
14382,106,1,620.73,620.73,0,2011-03-01
14384,216,1,58.5,58.5,0,2011-03-01
14386,12,1,142.4,142.4,0,2011-03-01
14388,88,8,3478.67,434.83375,1,2011-03-01
14389,140,3,854.55,284.84999999999997,0,2011-03-01
14390,88,5,1970.71,394.142,0,2011-03-01
14391,292,1,135.6,135.6,0,2011-03-01
14392,148,1,266.4,266.4,0,2011-03-01
14394,280,1,93.8,93.8,0,2011-03-01
14395,50,13,5389.66,414.58923076923077,1,2011-03-01
14396,87,2,563.35,281.675,0,2011-03-01
14398,117,2,707.79,353.895,0,2011-03-01
14399,110,7,1654.76,236.3942857142857,0,2011-03-01
14400,124,2,1157.77,578.885,0,2011-03-01
14401,31,8,2271.8,283.975,0,2011-03-01
14403,305,2,404.7,202.34999999999997,0,2011-03-01
14404,43,6,1450.49,241.74833333333333,1,2011-03-01
14405,102,1,195.0,195.0,0,2011-03-01
14408,187,3,1182.24,394.0800000000001,1,2011-03-01
14409,34,6,2362.7400000000002,393.78999999999996,0,2011-03-01
14410,21,3,1683.72,561.2400000000001,1,2011-03-01
14411,26,1,1063.0,1063.0,0,2011-03-01
14412,140,1,656.16,656.16,0,2011-03-01
14413,78,2,304.87,152.435,0,2011-03-01
14414,74,2,1119.55,559.775,0,2011-03-01
14415,20,11,6604.01,600.3645454545455,0,2011-03-01
14417,103,1,604.2,604.2,0,2011-03-01
14419,80,2,326.95,163.475,0,2011-03-01
14420,112,2,850.85,425.425,0,2011-03-01
14421,228,2,634.76,317.38,0,2011-03-01
14422,90,10,4784.25,478.425,1,2011-03-01
14423,153,1,406.61,406.61,0,2011-03-01
14425,150,1,239.1,239.1,0,2011-03-01
14426,28,9,7947.4400000000005,883.048888888889,1,2011-03-01
14427,210,2,900.1800000000001,450.09000000000003,0,2011-03-01
14428,41,1,203.55,203.55,0,2011-03-01
14429,119,1,516.28,516.28,0,2011-03-01
14430,227,3,1220.9,406.9666666666667,0,2011-03-01
14431,18,3,2076.95,692.3166666666666,0,2011-03-01
14433,181,1,289.6,289.6,0,2011-03-01
14435,217,1,90.42,90.42,0,2011-03-01
14436,269,1,182.64000000000001,182.64000000000001,0,2011-03-01
14437,81,5,958.84,191.768,0,2011-03-01
14438,22,1,131.9,131.9,0,2011-03-01
14439,35,3,5503.96,1834.653333333333,0,2011-03-01
14440,32,8,3934.31,491.78875000000005,0,2011-03-01
14441,90,6,2529.36,421.56,1,2011-03-01
14442,32,5,3614.03,722.8059999999999,0,2011-03-01
14443,26,3,1574.67,524.89,0,2011-03-01
14444,172,1,132.04,132.04,0,2011-03-01
14445,171,1,221.65,221.65,0,2011-03-01
14446,102,1,201.73,201.73,0,2011-03-01
14447,116,1,548.5,548.5,1,2011-03-01
14448,80,1,102.35000000000001,102.35000000000001,0,2011-03-01
14449,88,5,1785.94,357.188,0,2011-03-01
14450,36,5,806.22,161.244,0,2011-03-01
14451,105,8,2256.7,282.0875,0,2011-03-01
14452,111,2,401.15,200.57500000000002,0,2011-03-01
14454,92,3,653.4,217.79999999999998,0,2011-03-01
14455,148,4,628.21,157.0525,0,2011-03-01
14457,26,1,113.64,113.64,0,2011-03-01
14458,96,1,237.42,237.42,0,2011-03-01
14460,26,5,467.76,93.55199999999999,0,2011-03-01
14461,98,9,4302.05,478.0055555555556,1,2011-03-01
14462,24,4,722.51,180.6275,1,2011-03-01
14463,215,1,256.95,256.95,0,2011-03-01
14464,284,2,111.0,55.5,0,2011-03-01
14465,18,6,2786.79,464.465,0,2011-03-01
14466,24,4,2185.45,546.3625,1,2011-03-01
14467,28,8,1644.09,205.51125,0,2011-03-01
14469,132,3,1673.06,557.6866666666667,0,2011-03-01
14470,3,2,548.49,274.245,0,2011-03-01
14471,307,1,192.12,192.12,0,2011-03-01
14472,1,3,1016.61,338.86999999999995,1,2011-03-01
14474,295,1,730.42,730.42,0,2011-03-01
14475,20,2,531.85,265.925,0,2011-03-01
14477,13,3,660.0,220.0,0,2011-03-01
14478,98,2,697.98,348.99,0,2011-03-01
14479,81,2,802.13,401.065,0,2011-03-01
14480,118,2,716.62,358.31000000000006,0,2011-03-01
14481,3,3,1561.52,520.5066666666667,0,2011-03-01
14482,95,6,2289.76,381.6266666666667,0,2011-03-01
14484,117,2,313.61,156.805,0,2011-03-01
14486,227,2,175.5,87.75,0,2011-03-01
14487,84,2,382.38,191.19,0,2011-03-01
14489,153,3,1111.55,370.51666666666665,0,2011-03-01
14490,122,2,1273.47,636.735,0,2011-03-01
14491,88,1,254.4,254.4,0,2011-03-01
14492,146,7,1921.91,274.55857142857144,0,2011-03-01
14493,106,5,2746.91,549.382,0,2011-03-01
14494,117,1,147.6,147.6,0,2011-03-01
14496,27,7,2668.23,381.17571428571426,0,2011-03-01
14497,25,1,475.37,475.37,0,2011-03-01
14498,77,6,2120.17,353.3616666666667,0,2011-03-01
14499,90,4,1323.65,330.9125,1,2011-03-01
14501,35,1,66.93,66.93,0,2011-03-01
14502,8,2,453.59000000000003,226.79500000000002,1,2011-03-01
14505,53,10,5765.29,576.529,1,2011-03-01
14506,85,3,1548.2,516.0666666666666,1,2011-03-01
14507,94,3,1493.3500000000001,497.7833333333333,1,2011-03-01
14508,92,3,598.52,199.50666666666666,0,2011-03-01
14509,250,1,110.95,110.95,0,2011-03-01
14510,91,3,1007.28,335.76,0,2011-03-01
14512,99,4,794.91,198.72750000000002,0,2011-03-01
14513,4,4,351.17,87.7925,0,2011-03-01
14514,47,5,2405.25,481.05,0,2011-03-01
14515,103,6,1647.17,274.52833333333336,0,2011-03-01
14516,232,1,163.92,163.92,0,2011-03-01
14520,6,1,165.0,165.0,0,2011-03-01
14521,207,1,199.45000000000002,199.45000000000002,0,2011-03-01
14522,311,2,405.90000000000003,202.95000000000002,0,2011-03-01
14524,76,5,1341.48,268.296,1,2011-03-01
14525,42,7,3874.85,553.55,0,2011-03-01
14526,105,1,262.4,262.4,0,2011-03-01
14527,0,62,11379.24,183.53612903225806,1,2011-03-01
14530,12,10,3770.2200000000003,377.02200000000005,1,2011-03-01
14531,195,1,376.34,376.34,0,2011-03-01
14532,1,8,2934.41,366.80125,0,2011-03-01
14533,68,5,1950.15,390.03000000000003,0,2011-03-01
14534,13,11,2594.79,235.89,1,2011-03-01
14535,111,5,2660.94,532.188,0,2011-03-01
14537,339,1,285.84000000000003,285.84000000000003,0,2011-03-01
14538,246,2,529.99,264.995,1,2011-03-01
14540,25,5,1851.07,370.214,0,2011-03-01
14541,3,8,1428.5,178.5625,0,2011-03-01
14543,12,21,9740.19,463.81857142857143,1,2011-03-01
14544,77,2,2079.9,1039.95,0,2011-03-01
14546,92,4,1587.17,396.7925,0,2011-03-01
14548,33,6,1620.81,270.135,0,2011-03-01
14549,27,3,600.33,200.11,0,2011-03-01
14550,104,2,587.69,293.845,0,2011-03-01
14551,127,4,544.96,136.24,0,2011-03-01
14552,96,2,346.21,173.10500000000002,0,2011-03-01
14553,55,5,1184.21,236.842,0,2011-03-01
14555,18,4,1898.78,474.695,0,2011-03-01
14556,312,1,334.96,334.96,0,2011-03-01
14559,106,1,75.6,75.6,0,2011-03-01
14560,18,19,2895.38,152.38842105263157,1,2011-03-01
14562,5,9,1959.63,217.73666666666668,0,2011-03-01
14563,225,2,679.44,339.71999999999997,0,2011-03-01
14564,150,1,1616.44,1616.44,0,2011-03-01
14565,77,2,1927.51,963.7550000000001,0,2011-03-01
14566,133,3,2660.0,886.6666666666666,0,2011-03-01
14568,151,1,919.7,919.7,0,2011-03-01
14569,168,3,371.59,123.86333333333333,0,2011-03-01
14570,159,1,395.69,395.69,1,2011-03-01
14571,141,1,161.65,161.65,0,2011-03-01
14572,40,5,3117.9700000000003,623.594,1,2011-03-01
14573,3,5,1313.45,262.69,1,2011-03-01
14575,204,1,460.71,460.71,0,2011-03-01
14576,88,1,70.80000000000001,70.80000000000001,0,2011-03-01
14577,78,2,537.7,268.85,0,2011-03-01
14579,148,1,105.56,105.56,0,2011-03-01
14580,234,1,14.850000000000001,14.850000000000001,0,2011-03-01
14581,260,1,295.2,295.2,0,2011-03-01
14583,99,3,728.48,242.82666666666668,0,2011-03-01
14584,137,3,511.02,170.34,0,2011-03-01
14585,98,4,986.22,246.555,0,2011-03-01
14587,20,3,523.92,174.64,1,2011-03-01
14588,294,1,135.39,135.39,0,2011-03-01
14589,87,1,79.5,79.5,0,2011-03-01
14590,140,12,1781.8500000000001,148.4875,0,2011-03-01
14593,113,6,2294.27,382.37833333333333,0,2011-03-01
14594,89,1,510.0,510.0,0,2011-03-01
14595,29,2,385.3,192.65,0,2011-03-01
14596,342,1,229.47,229.47,0,2011-03-01
14597,95,4,1318.3899999999999,329.59749999999997,0,2011-03-01
14598,285,1,162.07,162.07,0,2011-03-01
14599,106,2,474.54,237.26999999999998,0,2011-03-01
14600,21,2,865.1700000000001,432.58500000000004,0,2011-03-01
14604,349,1,143.85999999999999,143.85999999999999,0,2011-03-01
14605,90,2,720.91,360.45500000000004,0,2011-03-01
14606,1,100,17675.1,176.75099999999998,1,2011-03-01
14607,183,4,2456.22,614.055,1,2011-03-01
14608,78,6,1190.57,198.4283333333333,0,2011-03-01
14609,12,6,975.36,162.56,0,2011-03-01
14610,111,2,24.35,12.175,0,2011-03-01
14611,159,2,604.3299999999999,302.16499999999996,0,2011-03-01
14612,131,1,877.7,877.7,0,2011-03-01
14614,102,1,295.13,295.13,0,2011-03-01
14615,110,5,951.76,190.352,0,2011-03-01
14616,0,4,369.38,92.345,0,2011-03-01
14617,118,2,190.47000000000003,95.23500000000001,0,2011-03-01
14618,53,5,1000.6800000000001,200.13600000000002,0,2011-03-01
14619,257,1,896.8000000000001,896.8000000000001,0,2011-03-01
14621,74,4,999.56,249.89,0,2011-03-01
14623,96,5,1170.33,234.06599999999997,0,2011-03-01
14624,131,4,588.22,147.055,0,2011-03-01
14625,77,8,3149.71,393.71375,0,2011-03-01
14626,111,5,1850.6699999999998,370.134,0,2011-03-01
14627,95,1,462.75,462.75,0,2011-03-01
14628,158,2,946.91,473.455,0,2011-03-01
14630,200,1,338.65,338.65,0,2011-03-01
14631,14,4,1328.21,332.0525,0,2011-03-01
14634,153,4,2124.46,531.115,0,2011-03-01
14635,169,1,215.22,215.22,0,2011-03-01
14639,7,4,2484.13,621.0325,0,2011-03-01
14640,125,3,1255.8,418.59999999999997,0,2011-03-01
14643,74,3,993.34,331.11333333333334,0,2011-03-01
14644,14,5,1265.96,253.192,0,2011-03-01
14645,350,1,279.8,279.8,1,2011-03-01
14646,6,72,245679.84,3412.22,1,2011-03-01
14647,239,1,276.75,276.75,0,2011-03-01
14648,132,13,4061.76,312.4430769230769,0,2011-03-01
14649,98,4,1829.01,457.2525,0,2011-03-01
14650,305,1,62.5,62.5,0,2011-03-01
14651,110,7,1379.52,197.0742857142857,0,2011-03-01
14653,54,3,885.77,295.25666666666666,0,2011-03-01
14655,104,3,1946.28,648.76,0,2011-03-01
14656,131,3,523.6,174.53333333333333,1,2011-03-01
14657,42,3,1028.73,342.91,1,2011-03-01
14659,13,2,774.97,387.485,1,2011-03-01
14662,32,3,635.51,211.83666666666667,1,2011-03-01
14663,146,2,490.6,245.3,0,2011-03-01
14665,12,5,1645.6100000000001,329.122,0,2011-03-01
14667,8,29,12673.99,437.0341379310345,1,2011-03-01
14668,161,1,111.63,111.63,0,2011-03-01
14669,48,3,1350.46,450.15333333333336,0,2011-03-01
14671,265,2,1127.45,563.725,0,2011-03-01
14672,52,2,477.01,238.505,0,2011-03-01
14673,83,3,2047.9,682.6333333333333,0,2011-03-01
14674,225,1,173.66,173.66,0,2011-03-01
14675,104,1,462.15,462.15,0,2011-03-01
14676,110,6,5808.55,968.0916666666666,1,2011-03-01
14677,308,1,184.91,184.91,0,2011-03-01
14678,295,1,403.39,403.39,0,2011-03-01
14679,97,2,850.6999999999999,425.34999999999997,0,2011-03-01
14680,10,36,30460.37,846.1213888888889,1,2011-03-01
14681,103,2,297.75,148.875,0,2011-03-01
14682,144,3,1075.79,358.59666666666664,0,2011-03-01
14683,304,1,146.56,146.56,0,2011-03-01
14684,78,2,400.63,200.315,0,2011-03-01
14685,292,2,1479.77,739.885,0,2011-03-01
14686,130,3,568.86,189.62,0,2011-03-01
14687,116,2,773.6800000000001,386.84000000000003,0,2011-03-01
14688,6,12,3574.07,297.8391666666667,1,2011-03-01
14690,108,2,422.63,211.315,0,2011-03-01
14692,15,10,1534.3899999999999,153.43900000000002,0,2011-03-01
14693,141,6,992.46,165.41,1,2011-03-01
14694,333,1,244.31,244.31,0,2011-03-01
14695,235,1,636.0400000000001,636.0400000000001,0,2011-03-01
14696,41,3,1277.2,425.7333333333333,0,2011-03-01
14699,151,3,593.47,197.82333333333335,0,2011-03-01
14700,131,2,880.96,440.48,0,2011-03-01
14701,13,7,2165.91,309.4157142857143,1,2011-03-01
14702,11,14,3385.13,241.79500000000002,1,2011-03-01
14704,140,2,266.66,133.32999999999998,0,2011-03-01
14706,334,1,390.69,390.69,0,2011-03-01
14707,151,2,139.2,69.6,0,2011-03-01
14708,84,3,1504.97,501.6566666666667,0,2011-03-01
14709,32,11,3679.09,334.4627272727273,1,2011-03-01
14710,95,7,1242.96,177.56571428571428,0,2011-03-01
14712,134,1,411.0,411.0,0,2011-03-01
14713,39,11,3051.37,277.3972727272727,1,2011-03-01
14714,123,2,597.05,298.525,0,2011-03-01
14715,14,5,934.09,186.818,0,2011-03-01
14716,160,1,235.77,235.77,0,2011-03-01
14718,126,1,226.42,226.42,0,2011-03-01
14721,95,1,115.77,115.77,0,2011-03-01
14722,193,2,325.45,162.72500000000002,0,2011-03-01
14723,74,7,1264.13,180.59,0,2011-03-01
14724,306,1,345.25,345.25,0,2011-03-01
14725,110,3,597.16,199.05333333333337,0,2011-03-01
14727,262,2,199.35,99.675,1,2011-03-01
14728,129,1,190.58,190.58,0,2011-03-01
14729,89,3,907.38,302.46000000000004,0,2011-03-01
14732,55,6,1690.49,281.74833333333333,1,2011-03-01
14733,18,9,13539.78,1504.42,1,2011-03-01
14734,141,4,1056.42,264.105,0,2011-03-01
14735,26,23,5852.61,254.46130434782611,1,2011-03-01
14736,201,2,401.08,200.54,0,2011-03-01
14737,69,2,2823.62,1411.81,0,2011-03-01
14738,32,2,401.02000000000004,200.51,0,2011-03-01
14739,54,15,6634.56,442.30400000000003,0,2011-03-01
14740,125,7,2597.6,371.0857142857143,1,2011-03-01
14741,77,3,992.55,330.84999999999997,0,2011-03-01
14742,151,1,579.85,579.85,0,2011-03-01
14743,308,1,50.48,50.48,0,2011-03-01
14744,13,12,3713.13,309.4275,0,2011-03-01
14745,1,8,1592.15,199.01875,0,2011-03-01
14746,122,4,593.5,148.375,0,2011-03-01
14748,84,7,2206.99,315.2842857142858,0,2011-03-01
14749,195,1,310.15,310.15,0,2011-03-01
14753,176,1,306.36,306.36,0,2011-03-01
14754,11,4,781.54,195.385,0,2011-03-01
14755,12,12,4817.8,401.48333333333335,1,2011-03-01
14756,98,2,1914.8,957.4000000000001,0,2011-03-01
14758,112,3,1380.9099999999999,460.3033333333333,1,2011-03-01
14760,13,1,89.2,89.2,0,2011-03-01
14761,50,2,289.52,144.76,0,2011-03-01
14762,342,1,117.05000000000001,117.05000000000001,1,2011-03-01
14766,82,6,4263.16,710.5266666666666,1,2011-03-01
14767,190,1,382.81,382.81,0,2011-03-01
14769,40,9,4489.74,498.85999999999996,1,2011-03-01
14770,39,6,2103.54,350.59,0,2011-03-01
14771,337,1,307.25,307.25,0,2011-03-01
14773,308,1,140.55,140.55,0,2011-03-01
14774,244,1,241.45,241.45,0,2011-03-01
14775,88,1,813.12,813.12,0,2011-03-01
14776,28,5,1728.36,345.672,0,2011-03-01
14777,119,1,307.56,307.56,0,2011-03-01
14778,24,1,334.05,334.05,0,2011-03-01
14779,38,2,348.15,174.075,1,2011-03-01
14782,35,1,200.10000000000002,200.10000000000002,0,2011-03-01
14784,39,2,274.62,137.31,0,2011-03-01
14786,266,1,90.96,90.96,0,2011-03-01
14787,187,1,110.65,110.65,0,2011-03-01
14788,312,1,476.88,476.88,0,2011-03-01
14790,90,4,1213.6,303.4,0,2011-03-01
14791,322,1,303.63,303.63,0,2011-03-01
14793,251,1,396.91,396.91,0,2011-03-01
14794,50,4,813.09,203.2725,1,2011-03-01
14796,7,13,4398.11,338.31615384615384,1,2011-03-01
14797,223,1,300.31,300.31,0,2011-03-01
14798,26,6,626.25,104.375,0,2011-03-01
14800,50,8,5192.42,649.0525,1,2011-03-01
14802,154,2,1502.98,751.49,0,2011-03-01
14803,8,1,542.15,542.15,1,2011-03-01
14805,29,4,659.24,164.81,0,2011-03-01
14806,155,1,110.03999999999999,110.03999999999999,0,2011-03-01
14807,106,1,169.65,169.65,0,2011-03-01
14809,337,2,686.76,343.38,0,2011-03-01
14810,1,6,1093.43,182.23833333333334,1,2011-03-01
14811,103,1,170.5,170.5,0,2011-03-01
14812,314,1,185.8,185.8,0,2011-03-01
14813,85,4,1090.87,272.7175,0,2011-03-01
14814,297,1,160.46,160.46,0,2011-03-01
14817,111,5,2849.52,569.904,1,2011-03-01
14818,174,3,512.61,170.87,0,2011-03-01
14819,210,1,167.45,167.45,0,2011-03-01
14820,96,4,652.27,163.0675,0,2011-03-01
14821,82,5,1197.0,239.4,0,2011-03-01
14822,201,1,157.70000000000002,157.70000000000002,0,2011-03-01
14824,95,6,2895.2000000000003,482.53333333333336,0,2011-03-01
14825,13,15,3335.94,222.39600000000002,1,2011-03-01
14826,297,1,207.3,207.3,0,2011-03-01
14828,52,8,5297.34,662.1675,1,2011-03-01
14829,76,5,1380.6200000000001,276.12399999999997,0,2011-03-01
14832,346,1,322.69,322.69,0,2011-03-01
14833,214,1,94.8,94.8,0,2011-03-01
14834,123,1,485.86,485.86,0,2011-03-01
14835,244,2,297.0,148.5,0,2011-03-01
14837,158,4,1533.14,383.285,0,2011-03-01
14838,139,1,654.57,654.57,0,2011-03-01
14839,134,2,490.22,245.11,0,2011-03-01
14840,255,1,299.86,299.86,1,2011-03-01
14841,4,7,3643.39,520.4842857142858,1,2011-03-01
14842,24,1,310.0,310.0,0,2011-03-01
14843,152,1,211.79999999999998,211.79999999999998,0,2011-03-01
14844,146,6,3512.62,585.4366666666667,0,2011-03-01
14845,315,1,150.0,150.0,0,2011-03-01
14846,143,1,437.4,437.4,0,2011-03-01
14847,123,2,1039.55,519.775,0,2011-03-01
14848,120,1,310.56,310.56,0,2011-03-01
14849,13,24,8247.86,343.66083333333336,0,2011-03-01
14850,27,7,1794.01,256.2871428571429,0,2011-03-01
14851,346,1,318.06,318.06,1,2011-03-01
14852,140,12,3310.4900000000002,275.87416666666667,0,2011-03-01
14853,139,3,901.0699999999999,300.3566666666667,0,2011-03-01
14854,106,3,1260.97,420.3233333333333,1,2011-03-01
14855,190,5,5874.65,1174.93,0,2011-03-01
14857,158,5,2478.731,495.74620000000004,0,2011-03-01
14858,221,1,180.75,180.75,0,2011-03-01
14859,270,1,351.9,351.9,0,2011-03-01
14861,96,6,648.58,108.09666666666668,0,2011-03-01
14865,88,2,83.52,41.760000000000005,0,2011-03-01
14866,82,8,6564.0,820.5,0,2011-03-01
14867,52,10,2006.03,200.603,0,2011-03-01
14868,96,4,1230.42,307.605,0,2011-03-01
14869,104,2,936.13,468.065,0,2011-03-01
14870,129,4,1179.15,294.7875,1,2011-03-01
14871,76,4,557.34,139.33499999999998,1,2011-03-01
14872,199,3,816.6,272.2,0,2011-03-01
14873,349,1,334.45,334.45,0,2011-03-01
14874,251,1,116.18,116.18,0,2011-03-01
14875,157,1,1397.08,1397.08,1,2011-03-01
14876,237,2,256.7,128.35,0,2011-03-01
14877,134,2,437.0,218.5,0,2011-03-01
14878,8,15,2602.55,173.50333333333336,1,2011-03-01
14880,4,1,129.2,129.2,0,2011-03-01
14882,106,12,3038.4500000000003,253.20416666666665,0,2011-03-01
14885,143,2,832.8,416.4,0,2011-03-01
14889,52,1,135.9,135.9,0,2011-03-01
14890,334,1,389.81,389.81,0,2011-03-01
14891,132,2,552.35,276.175,0,2011-03-01
14893,333,1,571.76,571.76,0,2011-03-01
14894,159,1,537.36,537.36,0,2011-03-01
14895,6,16,12900.52,806.2825,0,2011-03-01
14896,81,5,1258.82,251.76400000000004,0,2011-03-01
14897,12,4,1648.5,412.125,0,2011-03-01
14898,18,8,1760.43,220.05375,0,2011-03-01
14899,111,1,1384.88,1384.88,0,2011-03-01
14900,238,1,13.919999999999998,13.919999999999998,0,2011-03-01
14901,76,6,1365.41,227.5683333333333,0,2011-03-01
14902,111,2,702.96,351.48,0,2011-03-01
14904,124,2,615.2,307.59999999999997,0,2011-03-01
14905,90,5,1097.14,219.42800000000003,0,2011-03-01
14906,161,1,68.44,68.44,0,2011-03-01
14907,76,12,3625.38,302.115,0,2011-03-01
14908,179,1,104.10000000000001,104.10000000000001,0,2011-03-01
14909,153,2,1052.18,526.0899999999999,0,2011-03-01
14911,10,186,137204.5,737.6586021505376,1,2011-03-01
14912,117,3,981.7299999999999,327.24333333333334,0,2011-03-01
14913,75,5,3146.57,629.3140000000001,1,2011-03-01
14915,91,8,1301.71,162.71375,1,2011-03-01
14916,40,5,2069.02,413.804,0,2011-03-01
14917,312,2,1123.75,561.875,0,2011-03-01
14918,120,7,4345.66,620.8085714285714,0,2011-03-01
14919,255,1,359.35,359.35,0,2011-03-01
14920,281,1,629.4,629.4,0,2011-03-01
14922,109,2,843.74,421.87,0,2011-03-01
14924,326,2,620.96,310.48,0,2011-03-01
14926,97,2,359.4,179.7,0,2011-03-01
14927,112,1,308.2,308.2,0,2011-03-01
14928,343,1,223.91000000000003,223.91000000000003,0,2011-03-01
14929,137,1,612.8100000000001,612.8100000000001,0,2011-03-01
14930,186,3,2873.77,957.9233333333333,1,2011-03-01
14932,81,2,1029.66,514.8299999999999,0,2011-03-01
14933,159,4,1770.0,442.5,0,2011-03-01
14934,94,3,1612.56,537.52,1,2011-03-01
14935,13,2,2849.83,1424.915,0,2011-03-01
14936,106,4,4273.79,1068.4475,1,2011-03-01
14938,278,2,2322.43,1161.215,0,2011-03-01
14940,133,1,349.48,349.48,0,2011-03-01
14941,294,1,182.1,182.1,0,2011-03-01
14942,117,3,637.21,212.40333333333334,0,2011-03-01
14944,12,7,3495.71,499.38714285714286,0,2011-03-01
14945,129,1,179.4,179.4,0,2011-03-01
14947,104,4,758.97,189.7425,0,2011-03-01
14949,185,2,302.91,151.455,0,2011-03-01
14952,1,19,8321.75,437.9868421052632,0,2011-03-01
14953,134,3,723.95,241.3166666666667,0,2011-03-01
14956,137,1,1325.0,1325.0,0,2011-03-01
14957,360,1,274.8,274.8,0,2011-03-01
14958,311,2,271.9,135.95,0,2011-03-01
14959,12,1,178.66,178.66,0,2011-03-01
14961,13,14,8860.03,632.8592857142858,0,2011-03-01
14962,255,3,240.21000000000004,80.07000000000001,1,2011-03-01
14963,95,7,1676.68,239.52571428571426,0,2011-03-01
14966,103,3,589.4,196.46666666666667,0,2011-03-01
14967,157,3,749.2,249.73333333333335,0,2011-03-01
14968,174,1,357.4,357.4,0,2011-03-01
14970,32,7,3268.9900000000002,466.99857142857144,0,2011-03-01
14972,97,1,30.300000000000004,30.300000000000004,0,2011-03-01
14975,137,1,192.45,192.45,0,2011-03-01
14976,42,1,155.95,155.95,1,2011-03-01
14978,5,8,2353.17,294.14625,0,2011-03-01
14981,139,1,270.8,270.8,0,2011-03-01
14982,288,1,237.78,237.78,0,2011-03-01
14984,104,3,941.14,313.7133333333333,0,2011-03-01
14985,74,1,124.51,124.51,0,2011-03-01
14986,92,1,243.51999999999998,243.51999999999998,0,2011-03-01
14987,81,3,983.9499999999999,327.9833333333333,0,2011-03-01
14988,96,6,1732.06,288.6766666666667,0,2011-03-01
14990,328,1,105.18,105.18,0,2011-03-01
14991,146,1,314.67,314.67,0,2011-03-01
14992,158,1,210.5,210.5,0,2011-03-01
14993,279,1,36.13,36.13,0,2011-03-01
14994,98,5,960.63,192.126,0,2011-03-01
14996,197,2,442.28999999999996,221.145,0,2011-03-01
14998,144,2,340.86,170.43,0,2011-03-01
14999,308,1,129.48000000000002,129.48000000000002,0,2011-03-01
15001,110,2,230.85999999999999,115.42999999999999,0,2011-03-01
15002,12,5,2727.84,545.568,0,2011-03-01
15003,189,3,474.39,158.13,0,2011-03-01
15005,26,26,7125.19,274.0457692307692,1,2011-03-01
15006,169,1,323.05,323.05,0,2011-03-01
15008,196,2,360.0,180.0,0,2011-03-01
15011,111,2,416.6,208.3,0,2011-03-01
15012,89,2,628.64,314.32,0,2011-03-01
15013,203,7,1130.72,161.53142857142856,0,2011-03-01
15015,217,8,1810.65,226.33124999999998,0,2011-03-01
15016,109,4,460.26,115.065,0,2011-03-01
15018,83,1,222.5,222.5,0,2011-03-01
15020,95,1,203.42,203.42,0,2011-03-01
15021,82,4,1074.65,268.6625,1,2011-03-01
15023,41,10,5718.74,571.874,1,2011-03-01
15024,12,9,3102.27,344.69666666666666,0,2011-03-01
15025,284,1,636.08,636.08,0,2011-03-01
15026,91,2,592.61,296.305,1,2011-03-01
15027,111,6,2129.45,354.9083333333333,0,2011-03-01
15028,84,3,716.55,238.85,0,2011-03-01
15029,335,1,365.1,365.1,0,2011-03-01
15030,96,6,1461.63,243.60500000000002,1,2011-03-01
